"599";"Mensen in hub bek speugen";;"Gewoon omdat het kan"
"600";"Ierse fans";;
"601";"Popo";;
"602";"Lekker aan je lul ruiken";;
"603";"Lekker een ei koppen";;
"604";"10 cent op je voorhoofd";;"Prank"
"605";"Zo snij je een meloen";;
"606";"Bijna weekend whoo!";"6806439/2188671e/";"Tijd voor een dansje"
"607";"Tandarts zal trots zijn";"6808043/8e79149a/";"Afspraak van maandag blijft staan"
"608";"Boosopa bij Arnhem slaat door je dak";"6803063/5aefc7f3/";"Stilstaan midden op de snelweg om een potje te gaan matten. Het lijkt tegenwoordig een trend te worden."
"609";"Bierdouche 2.0 voor Ronnie";"6808937/a01027fb/";"Inmiddels krijgt hij serieuze liters pils te verwerken"
"610";"Bieber pleurt van podium";"6807189/aa02d3d2/";"Mooi. En BLIJF WEG!"
"611";"Noord-Ieren doen noodoproep";"6805399/864354e9/";"Er staat iets in brand..."
"612";"Ierse fans zingen voor een baby";"6809757/9cb69176/";"Twinkle twinkle little star, ssssssshhttttt!"
"613";"Ey swa kanker harde jonko";"6810765/6bf1b47a/";"Wie wil ook hebben hij stuurt alles door jwz"
"614";"Kiekeboe";"6804479/4dfcfd9e/";"Poesje wil spelon"
"615";"Kind is voor niets bang";"6806187/22ba7cd0/";"Kijk eens wat ik heb gevonden!"
"616";"Ik moet pissen als een stier";"6804481/7a8f9fb0/";"Stiekem tussen de aut... FUCK!"
"617";"Harry op pinkpop";"6809697/de7238ee/";"'Harry' is heerser van het publiek tijdens Lionel Richie!"
"618";"Dumpert in beweging";"6810145/fe195ea8/";"Lekker sterk op het strand"
"619";"Rihanna van onderen";"6820683/71b69ce0/";"Die heeft geen probleem met dat glazen plafond"
"620";"Meningsverschil oplossen op school";"6816311/e7e23073/";"Hoho jongens, doe eens kalm alstublieft dankuwel"
"621";"Je mag niet van je fiets vloggen";"6817759/c8aa7aa0/";"Godverdomme, klotekoters!"
"622";"Will Grigg krijgt warm welkom";"6819905/66576733/";"Nog één keer dan. De Noord-Ieren maken er zoals gewoonlijk weer een feestje van."
"623";"Spelers van IJsland met hun publiek";"6819713/265333a3/";"Feest vieren na de winst op Engeland"
"624";"Tuig krijgt verdiende loon";"6819029/590ed94f/";"Jij mij slaan? Dacht 't niet"
"625";"Plankje des faal";"6818237/abd58526/";"Heerlijk stukje leedvermaak bij TT Assen"
"626";"Ik ben je vrouw BADR!";"6817675/0dc5bbd3/";"En nou hier komen, verdomme!<br>
<a href=""https://www.youtube.com/watch?v=6EmZptxPu7w"" target=""_blank"">Via</a>"
"627";"3, 2, 1!";"6814013/a9b2e24b/";"BRAMMETJE HEUJ!"
"628";"Rapper klinkt bekend";"6818035/70cedab0/";"Dat heb je vaker gehoord"
"629";"Kaarten met Tourettepapa";"6819551/c0639ffc/";"Meisje doet potje met haar lieve pa"
"630";"Gezellig met de bruid op de foto";"6813919/1d3b681d/";"Je hebt je handen vol aan zo'n vrouw"
"631";"Re: De wc schoonmaken les 1";"6825529/644e2349/";"Als goedmakertje"
"632";"Totale schijt aan alles";"6827265/f69d4267/";"Deze man heeft het"
"633";"Bom, Bommeronie";"6827073/443b8e4d/";"Wapwappediewapauw (<a href=""http://www.at5.nl/artikelen/157852/martin-kok-over-039bom039-039ze-doen-hun-best-maar-wij-gaan-lekker-zuipen-en-hoeren-snoeren039"" target=""_blank"">Via</a>)"
"634";"Vriend fucken bij drive-in";"6827279/b459fb95/";"Het maximale halen uit je uitstekende imitatieskills"
"635";"Juiste reactie op een prank";"6826353/3f4df646/";"Oprotten en nooit meer terugkomen, kudtfilmers"
"636";"Ik ga op vakantie en neem mee";"Van je vrienden moet je het hebben";"6826059/e00f53ac/"
"637";"De oom van het jaar";"6824515/66b7933f/";"De auto gaat je OPETEN!!"
"638";"Praatjesmakert wordt gecorrigeerd";"6822471/530879e9/";"Mij uitschelden? WAT denk je nou?"
"639";"Goocheltruc op Poolse TV";"6824357/ef4ce1f1/";"Gebeurde gisterochtend op LIVE televee"
"640";"Reaguurder ontmoette Dafne Schippers op Dumpert";"6822941/23d6c452/";"Ah wat liev!"
"641";"Douchende vriendin pesten";"6827321/dc8eef01/";"Die had ze verdiend"
"642";"Wie is de lekkerste chick?";"6826861/6d05f42d/";"Haha! Nou jij weer!"
"643";"Pornoactrices doen ook running man";"6825433/0ea2a95d/";"Ziet er tenminste leuker uit dan al die politieagenten"
"644";"Meisje dankt jongens voor serenade!";"6833841/33539dd3/";"Doe maar even onder mijn jurkje kijken"
"645";"Wiel is er klaar mee";"6832099/02aac5fe/";"Tot hier en niet verder"
"646";"Boze trucker smijt combinatie voor luxewagen";"6832893/1455af8a/";"Meneer kwam even verhaal halen na dat ik iets te dicht op hem invoegde om de snelweg te verlaten. (Via <a href=""http://www.geenstijl.nl/mt/archieven/2016/07/doe_zelf_eens_normaal_man.html"" target=""_blank"">Geenstijl</a>)"
"647";"Pokemon GO-spelers zijn prutsers";"6833597/ff093b99/";"Wie denk je dat je mofo ben?"
"648";"Poképolitie";"6834043/fada7143/";"Agenten hebben lol met spelers"
"649";"De Mcflip";"6832979/462bf3e8/";"Beter dan de <a href=""http://www.dumpert.nl/mediabase/6832503/50b829cb/de_mcfittie.html"" target=""_blank"">Mcfittie</a>"
"650";"De Mcfittie";"6832503/50b829cb/";"Woeste furies gaan los in de Mac (Via <a href=""http://www.geenstijl.nl/mt/archieven/2016/07/100_procent_beef.html"" target=""_blank"">Geenstijl</a>)"
"651";"1 dronkaard versus gehele Bredase Politie";"6831067/91567fa0/";"<p>Paarden, bus, halve korps... WTF?<a href=""http://www.geenstijl.nl/mt/archieven/2016/07/video_1_dronkaard_versus_gehel.html"" target=""_blank"">Topic op GeenStijl</a>"
"652";"Pwnd. Stier maakt stierenvechter kapotdood";"6831161/ed8810e1/";"In Spanje is voor het eerst in 30 jaar een torero in de arena om het leven gekomen.   De 29-jarige Víctor Barrio werd zaterdag in Teruel, in het oosten van het land, door een vechtstier te grazen genomen. Een hoorn van het dier boorde zich diep in zijn borst.   Volgens het persbureau EFE werd het hart van de ongelukkige stierenvechter geraakt. Hij werd levenloos naar het medisch centrum gedragen. Pogingen hem te reanimeren mislukten."
"653";"Dokter fixt knie";"6830229/25be02c4/";"3, 2, 1, en klaar!"
"654";"Tokkielul wil vest";"6828839/00eb380f/";"Agressieve tyfuslul"
"655";"Goeie timing Quid";"6832517/d9836197/";"Doelpunt voor Portugal valt precies tijdens praatje"
"656";"Toet.";"6832643/ec890a4b/";"Hee kinders!"
"657";"Twerken op teevee";"6835137/00c5be57/";"Laat es zien da"
"658";"Hardwell trollt publiek met Pokemon tune";"6838251/1c34d152/";"Oké, nog één nummertje dan..."
"659";"Ik help wel even";"6835953/e1736261/";"Van de wal in de sloot"
"660";"Bullseye!";"6837101/f68028ec/";"Je verwacht het niet.."
"661";"Pubers pesten fietsmeneer";"6837575/9b6a3f32/";"Raak me niet aan!"
"662";"Negert zoekt ruzie";"6835509/44db628b/";"Pak hem!"
"663";"VMBO Boys vechten het uit";"6838421/60564e64/";"Maar wacht? EMANCIPATIE FTW!!!"
"664";"Eerste werkdag";"6835845/e9d18c62/";"Wie geeft die jongen een internetabonnementje?"
"665";"Nieuwe standaard shotjes drinken";"6836751/97852c4a/";"Voorbeeld hoe de (geyle) vrouwmensch een shotje hoort te drinken"
"666";"Hoe dom kan je zijn";"6832845/b5cce17f/";"Iemand heeft geen internet thuis.."
"667";"bijzondere_pok_mon_gespot";"6836901/cf5e33d5";
"668";"Dus jij wil een watergevecht doen?";"6838429/d3cc857d/";"Papa wint"
"669";"Russische road rage";"6836799/da9b2f2d/";"Choke hold ftw!"
"670";"Heet? In Mexico is het pas heet";"6839853/4576a8f7/";"Niet te houden zo heet"
"671";"Fietspuber heeft schijt aan bewaking";"6844485/aaef911a/";"Dan spring ik toch gewoon langs het luidruchtige zeikwijf"
"672";"Bitchfight in de taxi";"6844783/8355b0b9/";"Hugh Hefner!"
"673";"DumpertTV gaat ijsje halen bij Bob's IJs";"6844861/750271ab/";"Gisteren verscheen er een (te lang) <a href=""http://www.dumpert.nl/mediabase/6843889/a736bf85/bob_s_ijs_bij_uddel_heeft_heul_duur_ijs.html"" target=""_blank"">FILMPJE</a> waarin Rob Geus junior het niet eens was met de prijs van zijn ijsjes.  Stapt Bob de ijscoman af van zijn 'gouden' formule na alle ophef en boze klanten? René ging langs om een ijsje te halen en vroeg het hem."
"674";"Een rondje te veel";"6843557/1b505031/";"Hee ouwe!"
"675";"Buschauffeur speelt PokemonGo op de N11";"6843587/d579680b/";"Ik snap hem wel. Weet je hoeveel Pokestops je op zo'n reis tegenkomt? Sorry voor de VVS, was een Snap-save."
"676";"Bejaarde dist Pokémonnerds";"6845155/888776ff/";"Als het nou debielen waren..."
"677";"Steunende vriendin";"6843647/535006c7/";"Ja mietje, ik hou je handje wel vast bij het zetten van je navelpiercing"
"678";"Complete publiek opschuiven";"6841187/fd62d6c2/";"Dat hebben ze zelfs in Groningen voelen trillen"
"679";"Man blaast zichzelf op";"6839413/628fca01/";"Bam!"
"680";"Goed schudden!";"6841407/7c1e1439/";"Wait for it"
"681";"Wout de stuntman";"6843989/ba98fc6c/";"Op je muil, gauw!"
"682";"Zwarte Cross escalatie";"6843601/e614c6ab/";"Pracht van een vlucht"
"683";"Ik gooi er wel wat water op";"6846789/cf26ab7f/";"Oh, fuck!"
"684";"Het is gezellig hier";"6848847/d7ea2c75/";"Ik heb tieten gezien, dus het was een leuke vakantie!"
"685";"Voor sommige dingen ben je te oud";"6848871/191036d3/";"Gelukkig komt de politie je wel redden"
"686";"Man wordt heulmaal gek in de Basic Fit";"6846223/56d169f4/";"""Is godverdomme MIJN trainingsbank!"" (Via <a href=""http://www.geenstijl.nl/mt/archieven/2016/07/mann_gegen_mann.html"" target=""_blank"">Geenstijl</a>)"
"687";"Politie Santpoort schiet agressieve hond dood";"6849671/6bcf9e50/";"Het beest had drie bezoekers van het Dorpsfeest Santpoort gebeten en bleek zo gevaarlijk, dat de politie zich genoodzaakt zag om de hond af te schieten. Het beest zou zijn baas in zijn kruis hebben gebeten en niet meer los hebben gelaten."
"688";"Vakantie in Thailand";"6849459/8d71d8bb/";"Wat zingen we als we een biertje atten?"
"689";"Enkel gebroken";"6846797/0b91bfb5/";"Maar dat loop je er wel weer uit"
"690";"Pokemon GO chaos op Kijkduin om Blastoise";"6848765/016fe021/";"Wat een gekkies"
"691";"Knul tijdens muziekles";"6846341/23678f59/";"Volgende keer geen joint meer roken voor de les, oké?"
"692";"Fitness fail van de maand";"6849721/68676c12/";"Hele kamp ligt dubbel"
"693";"Flikker op instasnol";"6847859/16606ca6/";"Het is eten geen kunstwerk"
"694";"Bitchfight in de bios";"6849743/0957616a/";"Drie uur lang voor de spiegel gestaan om uiteindelijk in je blote kont al harentrekkend over de vloer te rollen."
"695";"Altijd naar oma luisteren...";"6848349/db25ad97/";"OK, kom er zelf maar achter dan"
"696";"Opa geniet stiekem mee";"6849147/04a178f3/";"Pilsje ouwe?"
"697";"Inbreker met talent";"6854645/eed638f7/";"Winnen en toch falen.."
"698";"Vrouw verlaat baan";"6854135/2a3e64d4/";"JA DOEI!"
"699";"Even een nieuw flesje openen";"6853873/3dbae752/";"Wait for it...."
"700";"Ouders kunnen spanning niet aan";"6854179/5f71d8c7/";"Best spannend als je dochter op de Olympische Spelen moet turnen"
"701";"Matige landing";"6853177/031e0e3d/";"Dat gaat hem punten kosten"
"702";"Hoe lang zijn jullie al samen?";"6851239/40dedb4e/";"Het is een lange dag voor Joop."
"703";"Ghostrider is terug?";"6851991/7b02f6fa/";"Of is het zijn zoon/postbode/kapper? <a href=""http://www.geenstijl.nl/mt/archieven/2016/08/motormaniak_ghostrider_ia_back.html"" target=""_blank"">(Topic op GeenStijl)</a>"
"704";"Vrijdagmiddag lachyoga";"6851967/ebcd037c/";"Vandaag gaan we lachen met onze handpop (Deel 1 terugkijken? <a href=""http://www.dumpert.nl/mediabase/6847827/04100d1c/tandenpoetsen_met_lachtandpasta.html"" target=""_blank"">KLIK HIER</a>)"
"705";"Pliesie pakt niet meewerkend knaapje aan";"6851691/260478a4/";"Zo, en nu luisteren jij."
"706";"Kids horen mama neukseksen";"6851505/14069dfc/";"Zien daar de humor wel van in!"
"707";"Man (41) doet Tarzan na";"6851189/a3f4b622/";"Voel je je nu weer jong?"
"708";"Belletje trekken";"6860241/a4d9922d/";"Zeau, die komen niet snel weer langs"
"709";"Kom dan vieze kutstier!";"6859853/32d64550/";"Mij krijg je toch niet te pakk..... AAAAARGHHH!"
"710";"De winnende sprong fan Oane Galema #fierljeppen";"6858993/c33c9446/";"Want er is meer sport dan de Olympics: Fierljeppen! (Via <a href=""https://twitter.com/OmropFryslan/status/764478170619711488?ref_src=twsrc%5Etfw"" target=""_blank"">Omrop Fryslân</a"
"711";"Blackjackdealers fucken";"6857397/e0ea91dd/";"En ze trappen er allemaal in"
"712";"Haal jij de parasol even binnen?";"6855825/20624760/";"Het begint nu wel een beetje te waaien"
"713";"Rekken en strekken";"6854975/19d61d9e/";"Lekker rekken en strekken met Anastasiya Mokhnyuk. Fap Fap Fap!"
"714";"Ik was zo snel!";"6855007/ced6ea5e/";"Chinese verbaast vooral zichzelf"
"715";"NL handbalmeisjes slopen Brazilie in Rio";"6860493/35a52c94/";"Kudos ook voor Tess Wester, gewoon voor alles wat je doet."
"716";"Motorlul filmt eigen crash";"6855609/6b239fac/";"Ja die zagen we aankomen"
"717";"Nederlandse douchebag zoent met strandsletjes";"6860205/0e10409b/";"Want aandachtshoeren doen de gekste dingen onder druk van een camera. Geef ze 5 euro, beetje hardhandig vastpakken en naar je vieze soa-bek toeduwen. Voila je hebt aanranding!"
"718";"Belofte maakt schuld";"6870541/5f8b887d/";"Ik ben een beetje dom geweest. Bij minimaal 100 plusjes zou ik mijn borsten laten zien. Het werden er ruim 200. Geen goede kwaliteit, ik ben slechts een niet meer dan gemiddelde reaguurder maar ik hou altijd mijn woord!"
"719";"Brandweerdude doet tukje";"6870983/c9f5bfa0/";"Die kans laten zijn maten niet liggen"
"720";"Fifi gaat staatslot kopen";"6869485/c4c02dff/";"What's up dog?"
"721";"Hete peper sloopt YouTiet-meisjes";"6870281/e17a7c68/";"Dat krijg je ervan als je denkt even makkelijk een paar likes te scoren."
"722";"Drankje?";"6869799/27a3252d/";"Koop je eigen drank maar, profiteur!"
"723";"Dude is direct";"6869905/254ad51e/";"Juan regelt chicks"
"724";"Vloer eet vrouw op";"https://www.youtube.com/d729755f-db62-49f7-8183-5c7f71df2771";"Onweer verpest de performance. Door <strong><a href=""https://www.youtube.com/watch?v=CZQFqKWBNT4"" target=""_blank"">Magic Music Magazine</a></strong>"
"725";"White men can jump";"6866517/e5c91b28/";"NBA-legendes Gary Payton en Glen Rice zijn onder de indruk"
"726";"Truckerfight";"6866983/74bbdb7f/";"Wat jij mij inhalen?"
"727";"Dikke Turk bitchslapt 6 gasten KO";"6865775/9e06a915/";"Even ruzie zoeken met de verkeerde"
"728";"Bandje monteren met boem";"6861577/5fecac6a/";"Godver waarom lukt mij dan nou nie....."
"729";"Timmermansgrap";"6864367/1a7abdc3/";"Dat kwartje viel wel HEUL laat!"
"730";"Man in jurk slachtoffer van vallende politiemotor";"6868847/2375b18f/";"""Een motoragent was bezig met een surveillance. Toen hij een bekende van de politie wilde controleren, gingen omstanders zich ermee bemoeien. Door de commotie kwam de motorrijder ten val. De agent heeft toen gevraagd om assistentie, omdat hij alleen was..."" (Topic <a href=""http://www.geenstijl.nl/mt/archieven/2016/08/man_in_jurk_slachtoffer_van_va.html"" target=""_blank"">Topic op GS</a>)"
"731";"Havik verpest familie-BBQ";"6870443/186d3654/";"Hier een cadeautje! Groetjes van boven!"
"732";"We gaan slapen";"6869263/e1d60787/";"Waarom dan?"
"733";"Hey, Hoer!";"6869511/478cd0d0/";"Het was hem echt hoor"
"734";"Meisje doet barbecuedans";"6876551/af54e16b/";"Ziet er lekker uit ook. Die kip."
"735";"Lil Kleine krijgt bouwhekken als beveiliging";"6875831/734b0a6b/";"Maar zelfs dat werkt niet.. LATERRR!!!"
"736";"Ruzie met oma in de bus";"6875031/66e404c0/";"Ah, nu is oma dood"
"737";"Gorillafamilie wandelt mensenkamp in";"6874277/fa50998c/";"Hoi! Waar is dat feestje?"
"738";"Pitstop bij vreemde auto";"6874189/763d0f1a/";"En doorrrr!"
"739";"Handremmetje vergeten";"6876385/e4974c00/";"Even Apeldoorn bellen"
"740";"Schreeuwkip techno";"6874271/8dcc6daf/";"Pauze well spent!"
"741";"Moreel dilemma";"6871843/a96e976a/";"Deze 2-jarige koter heeft de oplossing"
"742";"Tokkiemoeder neergehaald door gangsternegertje";"6871737/c2d9767c/";"En daar hebben we de eerste kopschopvideo van het nieuwe schooljaar! Topic op <a href=""http://www.geenstijl.nl/mt/archieven/2016/09/dat_is_inderdaad_zeker_een_gangsternegert.html"" target=""_blank"">GEENSTIJL</a>."
"743";"Nep vechten op je bek";"6874979/64c05684/";"Kom nep vechten (BAM dan heb je een slag op je bek)"
"744";"Vrouw aan het klussen";"6873411/c27c86b3/";"Duurt wel lang zeg.."
"745";"Wil je er even tussen uit?";"https://youtu.be/Htcl11X9rUQ";"BOEK DAN NU!!"
"746";"Kontselfie bij de boom";"6882365/f0fe882b/";"Ja, het is niet alsof snapchat zichzelf vult"
"747";"De fik in die tuinzooi";"6882197/73df309f/";"Scheisse! Schnell, wasser!"
"748";"Hé Omaaaatje!";"6879889/9d80ae4a/";"Zegt even hoe het zit tegen pestventje"
"749";"Handtasje wil graag aandacht";"6879099/847accb8/";"Irritante kleuterventjes vallen politiemevrouw lastig"
"750";"Pijnlijk momentje..";"6880827/1fb0d08b/";"Aii dat is een portie awkward"
"751";"YOU HAD ONE JOB!!!!";"6878255/48c4864c/";"Wie lacht is af"
"752";"Kid gaat in Beast Mode";"6882013/20e32d3e/";"Niemand kan mij nog tegenhouden!"
"753";"Pissen achter de deur";"6880487/fa946ab8/";"Stop! Stop!"
"754";"Nu moet je het toch wel raden...";"6882313/7ce831a8/";"Kereltje verspeelt even de hoofdprijs van 10.000 euro.."
"755";"Wakeboarden met 110km/h";"6879381/324ed3f8/";"Neem een quad een touw en een goeie breede sloot, mix dat met een beetje snelheid en je gaat met 110 over het water heen!"
"756";"Zimra presenteert";"6887945/a642720e/";"Wat een uitstekend stukje zelfkennis"
"757";"Crash op A59 afgelopen vrijdag";"6887965/71e30fd3/";"Zo kan je natuurlijk ook inhalen (<a href=""http://www.omroepbrabant.nl/?news/2548281143/Ernstig+ongeluk+A59+vrouw+moet+uit+auto+worden+bevrijd.aspx"" target=""_blank"">Meer info</a>)"
"758";"random internet filmpje";"6885787/678a7a4f";"item NIET gevonden!"
"759";"Presentator gaat full awkward";"6889059/c1d7d8ea/";"Dat is niet handig"
"760";"Gevecht met knuppels en scheppen in Wageningen na aanrijding";"6885075/74000850/";"In plaats van dingen netjes op te lossen met een schadeformulier begonnen de aanrijders op elkaar in te slaan met scheppen en knuppels, wat grote consternatie onder de pubers tot gevolg had. Interessante perspectieven, variërend van ""Wajoooooo"" tot ""Ik ga huilen"". Kijkt u even mee? Het zijn 4 vids in 1 montage."
"761";"Zangeres vergeet dat ze geen slipje aan heeft";"6886409/eba7a47e/";"Wat een doos!"
"762";"Buren pesten";"6888357/5d6ea6b2/";"Geven geen neuk, jammer."
"763";"-edit: VANDAAG IN DE BIOS! -";"6883833/5e7e2f4a/";"Blinde gast sloopt overvallers, blijkt het een psychopaat te zijn... Trailer van de horrorfilm 'Don't breathe'."
"764";"Plezier op je werk";"6883229/5cd2088e/";"3, 2, 1, GO"
"765";"Vangen meisje!";"6883297/cebf523f/";"Joe, ik heb hem!"
"766";"Tip van de Autobahnredactie";"6895499/5bccb416/";"Rare jongens daar, maar ze hebben wel smaak"
"767";"Is het al klaar?";"6893417/794736bd/";"Nee. Kleine krijgt bierdouche in Lisse en vertrekt na 10 minuutjes
(LET OP: VOLUME)"
"768";"T-Rex imitatie";"6894241/8df17da7/";"Dikke lol in de bouwkeet"
"769";"Roadrage in Amersfoort";"6893387/0bd55722/";"Motorgekkie ramt autoruit in"
"770";"Docent is klaar met pestventje";"6889425/9be70a3f/";"Nee je gaat niet naar buiten"
"771";"Gast hoest met opblaashernia";"6891569/213e89de/";"Kijk maar niet"
"772";"Lol. Treitervlogger Ismail blijkt enorm mietje";"https://youtu.be/QWnNOJKv05g";"REN DAN!!! (<a href=""https://www.youtube.com/watch?v=QWnNOJKv05g"" target=""_blank"">VIA 0FUXX</a>)"
"773";"Ben je net aan het trouwen";"6896057/1963e46f/";"Loopt er een vreemdeling je trouwerij binnen"
"774";"Playbacken naast stervende opa";"6890021/acf39f99/";"Fuck die oude man, ik wil views!"
"775";"Potje stoeien met de uitsmijter";"6891957/7acde4fc/";"Mooie afsluiting van de stapavond"
"776";"Schrikdraad testen";"6895675/f8f145f0/";"De hele klas lag in een kreuk"
"777";"Ik ga even douchen";"6893821/d8b6573a/";"Tot zo"
"778";"Mijn favoriete lerares";"6897227/84dbf61c/";"Zo eentje wil ik ook!"
"779";"Dude is gebeten door Grizzlybeer";"6900537/13a7d47f/";"Geeft alleen geen neuk (<a href=""http://www.geenstijl.nl/mt/archieven/2016/10/wat_je_van_beren_leren_kan.html#more"" target=""_blank"">Meer info</a>)"
"780";"Opgefokte Willem II supporter";"6900339/481a04a3/";"Wat een HOOLIGAN!!!"
"781";"Ridder Willem krijgt een kopstoot";"6901679/06d2d9dd/";"Kan iemand hem even afvoeren?"
"782";"Deze zie je aankomen";"6901665/09cf8112/";"Oh nee, jawel!"
"783";"Creatief omgaan met homozebrapad";"6899759/547b2017/";"Linkerhand op GROEN!"
"784";"Klaar met werk in Rusland";"6899277/c5606536/";"Gaan jullie mee wodka drinken?"
"785";"Opa aan de helium";"6899185/48c0b996/";"Ik wil ook zo'n opa!"
"786";"HowTo arrestatie vermijden";"6896911/e6c13f6f/";"Waar heb je het over?"
"787";"Ruziezoekende rochelteef krijgt fittie in de tram";"6896565/fe01ef13/";"VUILE KUTHOERRR"
"788";"Leraarmepper krijgt op zijn donder";"6902001/bbf08da9/";"Kijk, hier staan de leerlingen tenminste nog aan de kant van de docent"
"789";"Oktoberfest München";"6901857/0856d0bf/";"Gewoon proberen +1"
"790";"Denk je dat je stoer bent";"6898275/dbe443fa/";"Ik kom je pakken met"
"791";"Kutwielrenners. Ook in de UK";"6897867/6d341132/";"Gewoon wachten kneus"
"792";"Gast heeft honger";"6901173/8e2f6a85/";"Hee Humberto, doe mij eens zo'n kaasstengel"
"793";"Ik haal het paaltje wel even weg";"6907275/254b2857/";"Je kan ook niemand meer vertrouwen"
"794";"Ik heb ook jeuk";"6907937/bebb3d27/";"Ik krab zelf wel"
"795";"Armoowasright krijgt klap op z'n prenksmoel";"6905143/816657b3/";"Loopt te kutten en knul te pesten op First Look, krijgt karmaklap."
"796";"Rinus heeft Facebook ontdekt";"6906939/e70db579/";"DIKKE TUUUUUTTTT"
"797";"Pussy Lounge meppartij";"6906165/70a74496/";"Vechten als debielen"
"798";"Slipperboy krijgt klap";"6905823/80110890/";"Was een hoogstaand intellectueel debat"
"799";"Agent laat zich piepelen";"6905739/f75e24ce/";"Noem je broertje"
"800";"Cyste formaatje tennisbal";"6905591/ad8319d9/";"Komt een hele bak kwark uit"
"801";"Mama op de kermis";"6908063/8a31f618/";"Gaat uitstekend"
"802";"Blowjob op straat";"6907773/ccc941ab/";"Pijpoma blaast hem nog een keertje op"
"803";"Bieber jaagt gilkutten weg";"6906977/69b9b3cf/";"Luisteren jullie? Ja? Mooi! Dan nu OPTIEFEN!!!"
"804";"Hardwell doet huishoudelijke mededeling";"6906839/ab303a2c/";"Toch doen hé boefje!"
"805";"Ah gelukkig, niemand heeft t gezien";"6914055/15c8e89b/";"Vol op zn bakkes"
"806";"Hoe duur is deze?";"6913157/2ab3f968/";"Duur geintje wel.."
"807";"Tegen een muur rennen in GTA";"6913231/6d8207ea/";"Spot-on!"
"808";"Dronken vrienden kopen veulen";"6914647/3a730a77/";"Waren even vergeten dat ze geen weiland hebben. <a href=""http://www.rtvdrenthe.nl/nieuws/114273/Dronken-vrienden-kopen-veulen-Binky-Ik-heb-geeneens-een-weiland"" target=""_blank"">Via RTV Drenthe</a>"
"809";"Meisje slaat politiepaard";"6912897/7e08972d/";"Meisje slaat politiepaard"
"810";"Jarig meisje ontdekt bidet";"6910325/44f6febb/";"Ik denk dat ze fan is"
"811";"snoek grijpt fuut";"6912559/4c2941a9";"item NIET gevonden!"
"812";"Sneue treinrukker kan treinrukken niet laten";"6909681/f359ebd4/";"Zelfde gozer uit <a href=""http://www.geenstijl.nl/mt/archieven/2016/05/doe_je_dat_thuis_ook__viespeuk.html"" target=""_blank"">DIT</a> filmpje gaat een paar maanden later gewoon lekker door. Onderstaand de mailwisseling van juli."
"813";"Pastoor weet wat lekker is";"6912619/b4ad81ac/""";"Kankerkorrels snuiven"
"814";"Schijnbeweging v/d dag";"1147431/3ccc4be0/";"Als die gekke rus die pirouette zo bedoelde tenminste"
"815";"Beste. Bitchslap. Ever";"6463192/5773295f/";"EN NU OPROTTEN!"
"816";"Russisch meisje danst in de klas";"6912207/a7d6d3f2/";"Doe normaal, gekkie!"
"817";"Haai geeft geen neuk om jouw kooi";"6910303/71ee1901/";"Ik kom er gezellig bij!"
"818";"Poes fukken met laserpen";"6920891/28335d1d/";"Trilbil ochtendgenot"
"819";"NEEEEEEEEE!";"6920377/9f98534c/";"NEEEEEEEEEE!!!!!!!"
"820";"Iets te enthousiast";"6917087/a75fec36/";"+1 voor de afsprong"
"821";"Papa filmt de musical van zijn koter";"6918705/95a2037a/";"Al het belangrijke staat erop"
"822";"Dude schiet clown neer";"6915699/364e67d6/";"Hier eet wat karmakogels"
"823";"Ik geen eten?";"6915905/4aa1de4a/";"Jullie geen eten!"
"824";"#PRO247 redden kind uit brandende Audi";"https://youtu.be/EjhoUqNtvkA";"Bestelbusbaas en politieagenten redden kind uit brandende auto op de A20 bij Rotterdam"
"825";"Ze is een natuurtalent";"6918605/31f87aa4/";"En ze kan ballen gooien"
"826";"Bokkejong";"6915373/a25c1972/";"Wat hij kan..."
"827";"Slangennek doet dansje";"6916541/4ca753b4/";"Wat is dit voor magie?!"
"828";"loempia in je reet";;
"829";"Het is proppen";"6926311/4a15cd4b/";"Maar de aanhoudster wint!"
"830";"Ik heb een pukkeltje in mijn nek";"6924729/dfcefee1/";"Wil jij ff knijpen?"
"831";"KLM blaast mensen de zee in";"https://youtu.be/GqVjD3nBSQg";"Ik vliegggggg!!!!"
"832";"Doe wheelie, doe wheelie!";"6925189/fbf0be3a/";"OOOOhhh"
"833";"Meisje wil suckerpunchen";"6927353/b17dbcbc/";"Knul heeft goede reflexen"
"834";"Cola schenken zonder schuim";"6922983/e3cafc11/";"Rus heeft handige lifehack!"
"835";"Hey graties snoep!";"6926977/fa961b6e/";"Ik ben een vet zeug, dus mag dat, bedankt hè sukkels!"
"836";"Je collega pesten";"6922991/b0b3758d/";"You modderfocker!"
"837";"Je telefoon nat?";"6923837/c6ff6dea/";"Zo fix je dat!"
"838";"De koning doet de dab";"6922425/4d18e15f/";"Deed hij dat nou echt? +1"
"839";"Ruggenkraker heeft promovideo";"6934547/983fa11b/";"Heel educatief dit! (Via <a href=""https://www.instagram.com/dr.gabri/"" target=""_blank"">Dr. Gabriele</a>)"
"840";"De vangst binnenhalen";"6932993/a2f5bfd8/";"Hai! Ik ben jullie nieuwe kapitein!"
"841";"Ultieme natuurbattles";"6932473/066aafca/";"Ben je net geboren, moet je al rennen voor je leven"
"842";"Jij hebt een mes?";"6932491/ffb07945/";"Ik heb er lekker twee!"
