"90";"90";"2017-02-08";"7037845/02a74a9c/";"aAqf6IuwM04";"<p>PATSBOEM HATSEE! Gloeitjevers net uit de klauwen van editkoning Nick is het tijd voor uw favo online interwebserie DUMPERTREETEN! Quid doet het vandaag alleen met <strong><a href=""https://www.instagram.com/geraldine_kemper/"" target=""_blank"">GERALDINE</a></strong>, omdat René afbelde.  <br><br>Dit zijn de filmpjes die worden gereet:<br><br>  <a href=""http://www.dumpert.nl/mediabase/7029839/73e1d742/wie_zou_haar_doen_.html"" target=""_blank"">Wie zou haar doen</a><br>  <a href=""http://www.dumpert.nl/mediabase/7029041/ac8f1642/schietpartij_in_osdorp.html"" target=""_blank"">Schietpartij in Osdorp</a><br>  <a href=""http://www.dumpert.nl/mediabase/7029429/6601636d/scene_uit_commando.html"" target=""_blank"">Scene uit Commando</a><br>  <a href=""http://www.dumpert.nl/mediabase/7029555/0c315cd5/schietpartij_osdorp_remix.html"" target=""_blank"">Osdorp Remix</a><br>  <a href=""http://www.dumpert.nl/mediabase/7029631/b82ba499/re_darudepartij_in_osdorp.html"" target=""_blank"">Darudepartij in Osdorp</a><br>  <a href=""http://www.dumpert.nl/mediabase/7029863/36fa3b52/ik_ga_dat_slot_slopen.html"" target=""_blank"">Ik ga dat slot slopen</a><br>  <a href=""http://www.dumpert.nl/mediabase/7032265/4c96fff0/zwanger_nerdtwerkmeisje.html"" target=""_blank"">Zwanger Nerdtwerkmeisje</a><br>  <a href=""http://www.dumpert.nl/mediabase/7037245/633f1599/jongen_heeft_spijt_van_seks.html"" target=""_blank"">Jongen heeft spijt van seks</a><br>  <a href=""http://www.dumpert.nl/mediabase/7033909/525e9292/stripper_kan_leuk_truukje.html"" target=""_blank"">Stripper kan leuk truukje</a><br>  <a href=""http://www.dumpert.nl/mediabase/7033087/23c19c0c/brandweer_rotterdam_redt_kat_uit_brandend_huis.html"" target=""_blank"">Brandweer redt poes</a><br>  <a href=""http://www.dumpert.nl/mediabase/7037269/04779afe/"" target=""_blank"">Machine voor OCD'ers</a><br>  <a href=""http://www.dumpert.nl/mediabase/7033213/f7d33aa7/hogedrukspuit_en_tourette.html"" target=""_blank"">Tourette en hogedrukspuit</a><br>  <a href=""http://www.dumpert.nl/mediabase/7035821/6ee68e6d/hier_komen_je_sleutels.html"" target=""_blank"">Hier komen je sleutels!</a><br></p>";"a:2:{i:0;s:1:""4"";i:1;s:2:""35"";}"
"91";"91";"2017-02-15";"7048263/9a28a0c3/";"OisthC01vis";"<p>Hoera! Het is weer tijd voor uw wekelijkse fix DumpertReeten! Vanaf een tropische én winterse locatie praten Quid en VanLeeuwen u weer helemaal bij over de afgelopen Dumpert-week! Met inclusief allemaal ongepaste kutgrapjes over alles, iedereen, onszelf en je moeder. Vijf reeten!   <br><br>Dit zijn de filmpjes die worden gereet:<br><br>  <a href=""http://www.dumpert.nl/mediabase/7044921/e78e2cd7/sneeuwbal_in_je_nek.html"" target=""_blank"">Sneeuwbal in je nek</a><br>  <a href=""http://www.dumpert.nl/mediabase/7047455/c41cc7f5/man_wordt_boos_om_sneeuwlul_.html"" target=""_blank"">Man wordt boos om sneeuwlul</a><br>  <a href=""http://www.dumpert.nl/mediabase/7045469/b6d19da9/de_helden_van_de_ambulance_en_hulpdiensten.html"" target=""_blank"">De helden van de ambulance</a><br>  <a href=""http://www.dumpert.nl/mediabase/7040613/9c6f841f/de_paay_carnavalsklapper.html"" target=""_blank"">De Paay carnavalsklapper</a><br>  <a href=""http://www.dumpert.nl/mediabase/7041673/8d466416/hou_mijn_bier_vast.html&#10;"" target=""_blank"">Hou mijn bier vast</a><br>  <a href=""http://www.dumpert.nl/mediabase/7045337/16d0709e/zo_boos_dat_ze_topless_gaat.html"" target=""_blank"">Zo boos dat ze topless gaat</a><br>  <a href=""http://www.dumpert.nl/mediabase/7045315/eeb7bd9e/blijf_met_je_poten_van_mijn_eekhoorn.html"" target=""_blank"">Blijf met je poten van mijn eekhoorn af</a><br>  <a href=""http://www.dumpert.nl/mediabase/7044013/96604abe/tettenmeisje_krijgt_tattoo.html"" target=""_blank"">Tettenmeisje krijgt tattoo</a><br>  <a href=""http://www.dumpert.nl/mediabase/7037317/00df40db/vriendin_laten_klaarkomen_bij_schoonmoeder.html"" target=""_blank"">Vriendin laten klaarkomen bij schoonmoeder</a><br>  <a href=""http://www.dumpert.nl/mediabase/7041321/c38e5c5f/jongen_geeft_geen_neuk.html&#10;"" target=""_blank"">Jongen geeft geen neuk</a><br>  <a href=""http://www.dumpert.nl/mediabase/1256941/927a1ca5/de_sneeuwkudt.html&#10;"" target=""_blank"">Sneeuwvagina</a><br></p>";"a:2:{i:0;s:1:""2"";i:1;s:1:""4"";}"
"92";"92";"2017-02-22";"7055487/9864098e/";"W_EIzLHl3xo";"<p>Het is woensdag begin van de avond een beetje laat sorry fuck interpunctie DumpertReeten-tijd! In deze aflevering bespreken Quid en VanLeeuwen zoals te doen gebruikelijk het ene na het andere filmpje. En dan nog een paar. Vijf reeten!  <br><br>Dit zijn de filmpjes die worden gereet:<br><br>  <a href=""http://www.dumpert.nl/mediabase/7053753/ef43e846/little_dictator.html"" target=""_blank"">Little dictator</a><br>  <a href=""http://www.dumpert.nl/mediabase/7049077/b840a7ee/kate_upton_op_het_strand.html"" target=""_blank"">Kate Upton op het strand</a><br>  <a href=""http://www.dumpert.nl/mediabase/7053863/095b7064/stoere_honden_willen_vechten.html"" target=""_blank"">Stoere honden willen vechten</a><br>  <a href=""http://www.dumpert.nl/mediabase/7053825/7d793129/stukje_opvoeding_in_de_wei.html&#10;"" target=""_blank"">Stukje opvoeding in de wei</a><br>  <a href=""http://www.dumpert.nl/mediabase/7041673/8d466416/hou_mijn_bier_vast.html&#10;"" target=""_blank"">Hou mijn bier vast</a><br>  <a href=""http://www.dumpert.nl/mediabase/7054615/e771d511/fietsmeisje_neemt_wraak.html"" target=""_blank"">Fietsmeisje neemt wraak</a><br>  <a href=""http://www.dumpert.nl/mediabase/7050119/e5908c59/yoga_video_maken.html"" target=""_blank"">Yoga video maken</a><br>  <a href=""http://www.dumpert.nl/mediabase/7048135/6e97bcf9/boze_man_zit_vast_aan_auto.html&#10;"" target=""_blank"">Boze man zit vast aan auto</a><br>  <a href=""http://www.dumpert.nl/mediabase/7052903/23415131/uit_je_onderbroek_scheuren.html"" target=""_blank"">Uit je onderbroek scheuren</a><br>  <a href=""http://www.dumpert.nl/mediabase/7051955/5d232374/niet_stoer_doen.html&#10;"" target=""_blank"">Niet stoer doen</a><br>  <a href=""http://www.dumpert.nl/mediabase/7052441/6d1fae87/hohooo_mooi_man_.html&#10;"" target=""_blank"">Hohooo mooi man</a><br>  <a href=""http://www.dumpert.nl/mediabase/7051317/ac65422c/meisjes_versus_rat.html"" target=""_blank"">Meisjes versus rat</a><br>  <a href=""http://www.dumpert.nl/mediabase/7052521/a29c70b8/max_doet_pitstop_.html"" target=""_blank"">Max doet pitstop</a><br>  <a href=""http://www.dumpert.nl/mediabase/7051621/59935f81/pgb_hooligan_vs_nette_jongen.html&#10;"" target=""_blank"">PGB hooligan vs nette jongen</a><br> <br> <strong><a href=""http://www.crowdfundingvoorroy.nl/"" target=""_blank"">Crowdfund voor Roy!</a></strong></p>";"a:2:{i:0;s:1:""2"";i:1;s:1:""4"";}"
"93";"93";"2017-03-01";"7062443/61a358d6/";"03GFNgy1k4U";"<p>-edit 20.50: Alle codes zijn al gevonden. Echt niet leuk spelen met jullie...-<br><br>  Deze week hebben we Slam-DJ en vlogger-sloper Igmar Felicia te gast in DUMPERTREETEN! Samen met sidekick Joep en natuurlijk uw vaste reetkevers Quid en VanLeeuwen breken ze de belangrijkste videos van deze week compleet voor u af. Drie Asus Zenphones!  <br><br>Dit zijn de filmpjes die worden gereet:<br><br>  <a href=""http://www.dumpert.nl/mediabase/7058075/dc6851e0/carnaval_aan_de_overkant_van_de_grote_plas.html"" target=""_blank"">Carnaval aan de overkant van de grote plas</a><br>  <a href=""http://www.dumpert.nl/mediabase/7058615/0c31205f/baby_in_slaap_gevallen_tijdens_carnaval.html"" target=""_blank"">Baby in slaap gevallen tijdens carnaval</a><br>  <a href=""http://www.dumpert.nl/mediabase/7058531/e339850d/niet_jatten_bij_deze_supermarkt.html"" target=""_blank"">Niet jatten bij deze supermarkt</a><br>  <a href=""http://www.dumpert.nl/mediabase/7059913/1ab793ae/blijf_verdomme_van_mijn_kont_af.html"" target=""_blank"">Blijf verdomme van mijn kont af</a><br>  <a href=""http://www.dumpert.nl/mediabase/7059879/cc555e8f/niet_van_de_truck_snoepen_.html&#10;"" target=""_blank"">Niet van de truck snoepen</a><br>  <a href=""http://www.dumpert.nl/mediabase/7058181/f9447510/kleine_kater.html"" target=""_blank"">Kleine kater</a><br>  <a href=""http://www.dumpert.nl/mediabase/7061675/6e87ec29/eerste_ritje_in_zelf_bouw_achtbaan.html"" target=""_blank"">Eerste ritje in zelfgebouwde achtbaan</a><br>  <a href=""http://www.dumpert.nl/mediabase/7055081/29f178d2/iets_te_dikke_reet.html"" target=""_blank"">Iets te dikke reet</a><br>  <a href=""http://www.dumpert.nl/mediabase/7059921/96da8e93/jezus_is_hier_.html&#10;"" target=""_blank"">Jezus is hier</a><br>  <a href=""http://zen.asuspromotie.nl/?utm_source=Dumpert&amp;utm_medium=DesktopHPTO&amp;utm_campaign=Zenfone2017Q2&#10;"" target=""_blank"">Asus Zenphone KOOP DAN</a><br>  <b><a href=""http://www.crowdfundingvoorroy.nl/"" target=""_blank"">Crowdfund voor Roy!</a></b> </p>";"a:4:{i:0;s:1:""2"";i:1;s:1:""4"";i:2;s:2:""36"";i:3;s:2:""37"";}"
"94";"94";"2017-03-08";"7068827/457fef64/";"GVfiubO38Rw";"<p>Deze week vieren uw favoriete reetgevers (?) Quid en VanLeeuwen natuurlijk Internationale Vrouwendag! Nee grapje. Het is gewoon weer bijna twintig minuten net wel net niet over het randje qua spectaculaire alles-haat en de echte bagger is voor uw plezier weggeknipt. Dat is beter, geloof ons. Enfin, bord op schoot, vijf reeten!   <br><br>Dit zijn de filmpjes die worden gereet:<br><br>  <a href=""http://www.dumpert.nl/mediabase/7066661/7ed30c9b"" target=""_blank"">Knul hoekt alle cafégangers de moeder</a><br>  <a href=""http://www.dumpert.nl/mediabase/7063283/c9f55a7e/das_toch_meaui.html"" target=""_blank"">Das toch meaui</a><br>  <a href=""http://www.dumpert.nl/mediabase/7064965/51a78794/reaguurder_zit_opgesloten.html"" target=""_blank"">Reaguurder zit opgesloten</a><br>  <a href=""http://www.dumpert.nl/mediabase/6870943/0cb8af82/vrouwen_die_vergelijken.html"" target=""_blank"">Vrouwen die vergelijken</a><br>  <a href=""http://www.dumpert.nl/mediabase/7065925/4c503df2/vader_en_zoon_hebben_lol.html"" target=""_blank"">Vader en zoon hebben lol</a><br>  <a href=""http://www.dumpert.nl/mediabase/7063699/4e22fc3b/vrouw_over_zwarte_piet.html&#10;"" target=""_blank"">Vrouw over zwarte piet</a><br>  <a href=""http://www.dumpert.nl/mediabase/7063863/d07ee11f/trekken_aan_die_kabel_.html"" target=""_blank"">Trekken aan die kabel</a><br>  <a href=""http://www.dumpert.nl/mediabase/7065153/1dda07af/scheidsrechter_kopt_bal.html"" target=""_blank"">Scheidsrechter kopt bal</a><br>  <a href=""http://www.dumpert.nl/mediabase/7064141/4c67bb89/leuk_spel_met_je_vriend.html&#10;"" target=""_blank"">Leuk spel met je vriend</a><br>  <a href=""http://www.dumpert.nl/mediabase/7067253/c11d0d6b/christengekkies_demonstreren_voor_de_deur_van_abortuskliniek_in_zwolle.html"" target=""_blank"">Christengekkies demonstreren tegen abortus</a><br>  <a href=""http://www.dumpert.nl/mediabase/7068003/b96aafeb/mijn_tetten_zijn_warm.html"" target=""_blank"">Mijn tetten zijn warm</a><br></p>";"a:2:{i:0;s:1:""2"";i:1;s:1:""4"";}"
"95";"95";"2017-03-15";"7076939/2fe3621a/";"487bIlD5a7M";"<p>Nog een paar uur tot het hele politieke circus eindelijk voorbij is, en speciaal om die tijd te overbruggen hier alstublieft dankuwel een gloednieuwe aflevering van DumpertReeten! Met zonder enorm politiek gelul maar gewoon met grapjes om te lachen, want janken doen die stropdassen maar. Is het al voorbij? Nu? En nu? En nu? Vijf reeten!   <br><br>Dit zijn de filmpjes die worden gereet:<br><br>  <a href=""http://www.dumpert.nl/mediabase/7072643/76aa2465/bloempohoooot_.html"" target=""_blank"">Bloempohoooot</a><br>  <a href=""http://www.dumpert.nl/mediabase/7075057/c6b9213f/kontje_schudden_op_de_kist.html"" target=""_blank"">Kontje schudden op de kist</a><br>  <a href=""http://www.dumpert.nl/mediabase/7072721/3aff1b94/lig_je_lekker_te_straatneuken.html"" target=""_blank"">Lig je lekker te straatneuken</a><br>  <a href=""http://www.dumpert.nl/mediabase/7071091/b1115b20/vrouw_betrapt_echtgenoot.html"" target=""_blank"">Vrouw betrapt echtgenoot</a><br>  <a href=""http://www.dumpert.nl/mediabase/7070863/6964ccd0/papa_live_op_bbc.html"" target=""_blank"">Papa live op BBC</a><br>  <a href=""http://www.dumpert.nl/mediabase/7073699/f556a5b0/kont_eet_dimitri_in_expeditie_robinson.html"" target=""_blank"">Kont-eet Dimitri in Expeditie Robinson</a><br>  <a href=""http://www.dumpert.nl/mediabase/7075239/879bbaad/vanavond_in_nos_journaal.html&#10;"" target=""_blank"">Vanavond in het NOS journaal</a><br>  <a href=""http://www.dumpert.nl/mediabase/7074113/355db8fb/welke_slagboom_.html"" target=""_blank"">Welke slagboom?</a><br>  <a href=""http://www.dumpert.nl/mediabase/7074509/d2ac0ddf/kom_vechten_dan,_vieze_slet.html&#10;"" target=""_blank"">Kom vechten dan, vieze slet</a><br>  <a href=""http://www.dumpert.nl/mediabase/7074729/32abdad1/trainer_is_baas.html"" target=""_blank"">Trainer is een baas</a><br>  <a href=""http://www.dumpert.nl/mediabase/7071299/8f4649ec/goeiemorgen_.html"" target=""_blank"">Goeiemorgen</a><br>  <a href=""http://www.dumpert.nl/mediabase/7074477/581ead75/zat_als_een_kanon_in_de_auto.html"" target=""_blank"">Zat als een kanon in de auto</a><br>  <a href=""http://www.dumpert.nl/mediabase/7072579/c8a4b4c4/onderweg_naar_de_bar.html"" target=""_blank"">Onderweg naar de bar</a><br>  <a href=""http://www.dumpert.nl/mediabase/7070771/68208ded/je_broertje_laten_schrikken.html&#10;"" target=""_blank"">Je broertje laten schrikken</a><br>  <a href=""http://www.dumpert.nl/mediabase/7070181/25a37417/je_mag_mij_niet_pesten_.html"" target=""_blank"">Je mag mij niet pesten</a><br>  <a href=""http://www.expeditierobinson.nl/profile/1313"" target=""_blank"">Stem Dimitri!</a><br>   <a href=""https://goo.gl/forms/EbWDR5ViuqmnjvEw1"" target=""_blank"">DE GROTE DUMPERTREETEN ENQUETE</a><br></p>";"a:2:{i:0;s:1:""2"";i:1;s:1:""4"";}"
"96";"96";"2017-03-22";"7084019/e39c6134/";"XPtEfFi6wfo";"<p>Dik feest grote party kom dan tijd voor DumpertReeten 96 heuj! Met deze week in de hoofdrol Sjonnie Quid en z'n sidekick, die hopeloos zijn vergeten om de resultaten van de enquete van vorige week even door te spreken. Dus dat komt volgende week. Voor het overige natuurlijk: VIJF REETEN!  <br><br>Dit zijn de filmpjes die worden gereet:<br><br>  <a href=""http://www.dumpert.nl/mediabase/7082439/aa3282a4/ze_hoorde_het_luid_en_duidelijk.html"" target=""_blank"">Ze hoorde het luid en duidelijk</a><br>  <a href=""http://www.dumpert.nl/mediabase/7081805/dd7c26ec/mis_jij_je_ex_wel_eens_.html"" target=""_blank"">Mis jij je ex wel eens?</a><br>  <a href=""http://www.dumpert.nl/mediabase/7083299/f8d996e1/twerken_tijdens_live_uitzending.html"" target=""_blank"">Twerken tijdens live uitzending</a><br>  <a href=""http://www.dumpert.nl/mediabase/7080353/2db1f9c4/tuig_sloopt_moslima_kapotdood.html"" target=""_blank"">Tuig sloopt moslima kapotdood</a><br>  <a href=""http://www.dumpert.nl/mediabase/7078681/363b5a12/buma_ouwe_snoepert.html"" target=""_blank"">Buma ouwe snoepert</a><br>  <a href=""http://www.dumpert.nl/mediabase/7078703/3486399d/britten_zoeken_een_hoertje.html"" target=""_blank"">Britten zoeken een hoertje</a><br>  <a href=""http://www.dumpert.nl/mediabase/7081715/63bea2e8/poessie_miauw.html"" target=""_blank"">Poessie miauw</a><br>  <a href=""http://www.dumpert.nl/mediabase/7077893/38b8dfe3/kleine_meid_%283%29_is_veearts.html"" target=""_blank"">Kleine meid (3) is veearts</a><br>  <a href=""http://www.dumpert.nl/mediabase/7077011/d8fc2a89/doodmoe_van_totale_migratielullen.html"" target=""_blank"">Doodmoe van totale migratielullen</a><br>  <a href=""http://www.dumpert.nl/mediabase/7079449/cff8f5f0/lekker_naar_de_sportschool.html"" target=""_blank"">Lekker naar de sportschool</a><br>  <a href=""http://www.dumpert.nl/mediabase/7080135/4a776eb5/lieve_juf_doet_handjeklap.html"" target=""_blank"">Lieve juf doet handjeklap</a><br>  <a href=""http://www.dumpert.nl/mediabase/7079351/ab1a434d/trollen_zoals_enkel_een_belg_dat_kan.html"" target=""_blank"">Trollen zoals enkel een Belg dat kan</a><br>  <a href=""http://www.dumpert.nl/mediabase/7083385/4990b0d5/kutventjes_beschadigen_ferrari_dj_la_fuente.html"" target=""_blank"">Kutventjes beschadigen Ferrari DJ La Fuente</a><br>   <strong><a href=""http://www.expeditierobinson.nl/profile/1313"" target=""_blank"">Stem Dimitri!</a></strong></p>";"a:2:{i:0;s:1:""2"";i:1;s:1:""4"";}"
"97";"97";"2017-03-29";"7090451/9a038b10/";"FjnVWWkkmIc";"<p>Hey hallo hoi alweer een nieuwe DumpertReeten! Deze week bespreken we uitgebreid plaatselijke BBQ-oorlogen en de toilet-situatie op DumpertHQ. Met inclusief allerlei (twee) ontzettend leuke gastoptredens en natuurlijk Quid en VanLeeuwen. Dikke puppy-ogen, vijf reeten!  <br><br>Dit zijn de filmpjes die worden gereet:<br><br>  <a href=""&#10;http://www.dumpert.nl/mediabase/7087259/151c6379/het_is_weer_bbq_weer.html"" target=""_blank"">Het is weer BBQ-weer</a><br>  <a href=""&#10;http://www.dumpert.nl/mediabase/7089013/314cbe92/opa_in_de_auto.html"" target=""_blank"">Opa in de auto</a><br>  <a href=""&#10;http://www.dumpert.nl/mediabase/7083993/cf06f21e/er_hangt_wat_uit_je_kont_.html"" target=""_blank"">Er hangt wat aan je kont</a><br>  <a href=""&#10;http://www.dumpert.nl/mediabase/7057011/dd162f52/meestervisser_van_de_zeven_zee_n.html"" target=""_blank"">Meestervisser van de zeven zeeën</a><br>  <a href=""&#10;http://www.dumpert.nl/mediabase/7055785/a885a971/poes_gesloopt_door_stofzuiger.html"" target=""_blank"">Poes gesloopt door stofzuiger</a><br>  <a href=""&#10;http://www.dumpert.nl/mediabase/6960963/069891c3/kangoeroe_heeft_hond_in_wurggreep.html"" target=""_blank"">Kangoeroe heeft hond in wurggreep</a><br>  <a href=""&#10;http://www.dumpert.nl/mediabase/7087909/fd88f598/ik_heb_pijn_in_mijn_onderrug.html"" target=""_blank"">Ik heb pijn in m'n onderrug</a><br>  <a href=""&#10;http://www.dumpert.nl/mediabase/7085461/b56e9426/studente_wakker_maken.html"" target=""_blank"">Studente wakker maken</a><br>  <a href=""&#10;http://www.dumpert.nl/mediabase/7089487/8ee8d438/leeuw_heeft_geen_zin_meer.html"" target=""_blank"">Leeuw heeft geen zin meer</a><br>  <a href=""&#10;http://www.dumpert.nl/mediabase/7089883/f2e90ead/shaolin_workshop_gehad.html"" target=""_blank"">Shaolin workshop gehad</a><br></p>";"a:2:{i:0;s:1:""2"";i:1;s:1:""4"";}"
"98";"98";"2017-04-05";"7096953/f6f593d2/";"mvHJ1podtOg";"<p>Henry van Loon is deze week te gast in de enige online webshow waar je echt een waardevolle en emotionele connectie mee kunt hebben. Vooral als het over bovengemiddeld gecompliceerde remspoor-problematiek gaat, waar we als reaguurders uiteindelijk allemaal mee te maken krijgen. Ook present deze week zijn DumpertTV-presentator Johhny Quid en niet te vergeten zijn rode sidekick, die (sinds kort) kampt met een gemankeerde linker onderkaakhelft en een volledig hernieuwd anxiety-probleem. Waarvoor dank. En nu is het wel zo'n beetje tijd om te stoppen met lezen en op play te drukken, want DumpertReeten duurt tegenwoordig al lang genoeg. En remember kids, eerst de beschrijving schrijven, dan pas die dikke jonko opsteken. Vijf reeten!  <br><br>Dit zijn de filmpjes die worden gereet:<br><br>  <a href=""http://www.dumpert.nl/mediabase/7094637/1f9ec197/aap_heeft_schijt_aan_bezoekers.html"" target=""_blank"">Aap heeft schijt aan bezoekers</a><br>  <a href=""http://www.dumpert.nl/mediabase/7095783/b5c3ee28/niet_fucken_met_zanger_rinus.html"" target=""_blank"">Niet fucken met zanger Rinus</a><br>  <a href=""http://www.dumpert.nl/mediabase/7094189/1f9a9533/kopschopvlog_214.html"" target=""_blank"">Kopschopvlog 214</a><br>  <a href=""http://www.dumpert.nl/mediabase/7094303/dcca6f3d/wat_eraan_vooraf_ging.html"" target=""_blank"">Wat eraan vooraf ging</a><br>  <a href=""http://www.dumpert.nl/mediabase/7093245/acacae62/kastje_verhuizen.html"" target=""_blank"">Kastje verhuizen</a><br>  <a href=""http://www.dumpert.nl/mediabase/7094431/26eca57e/opa_zit_vast_in_brandend_huis.html"" target=""_blank"">Opa zit vast in brandend huis</a><br>  <a href=""http://www.dumpert.nl/mediabase/7093229/125e5a0b/het_is_zaterdagavond.html"" target=""_blank"">Het is zaterdagavond</a><br>  <a href=""http://www.dumpert.nl/mediabase/7091125/8584ca75/jehova_s_getuigen_aan_de_deur.html"" target=""_blank"">Jehova's getuigen aan de deur</a><br>  <a href=""http://www.dumpert.nl/mediabase/7092413/88fdf67f/fietser_jat_motorsleutels.html"" target=""_blank"">Fietser jat motorsleutels</a><br>  <a href=""http://www.dumpert.nl/mediabase/7096111/3e70102d/russische_dolfijnkoning.html"" target=""_blank"">Russische dolfijnkoning</a><br></p>";"a:3:{i:0;s:1:""2"";i:1;s:1:""4"";i:2;s:2:""38"";}"
"99";"99";"2017-04-12";"7103341/f996ddce/";"2DXy0G2BC1c";"<p>Godnondeappeljus, het is alweer tijd voor DumpertReeten, aflevering nummertje 99. De allerlaatste DumpertReeten met de welbekende achtergrond, de wereldberoemde plant, wekelijkse audio-holocaust, Quid, VanLeeuwen en voor de rest alles eigenlijk want nouja dit was het dan. Doei.  <br><br>Dit zijn de filmpjes die worden gereet:<br><br>  <a href=""http://www.dumpert.nl/mediabase/7101855/293639c6/scheet_ventilator.html"" target=""_blank"">Scheet + ventilator</a><br>  <a href=""http://www.dumpert.nl/mediabase/7102075/205e7c4c/bouwvakrace.html"" target=""_blank"">Bouwvakrace</a><br>  <a href=""http://www.dumpert.nl/mediabase/7102331/4c734ccf/totaalidioot_op_de_a10_heeft_haast.html"" target=""_blank"">Totaalidioot op de a10 heeft haast</a><br>  <a href=""http://www.dumpert.nl/mediabase/7099761/e0fd9ef0/gristengekkie_gaat_los_op_niet_vluchteling.html"" target=""_blank"">Gristengekkie gaat los op niet-vluchteling</a><br>  <a href=""http://www.dumpert.nl/mediabase/7097793/122d0fff/pasfoto_op_je_id.html"" target=""_blank"">Pasfoto op je ID</a><br>  <a href=""http://www.dumpert.nl/mediabase/7099955/1aa6f0cb/psv_vitesse_hoolies.html"" target=""_blank"">PSV vs Vitesse hoolies</a><br>  <a href=""http://www.dumpert.nl/mediabase/7100611/0d7d025b/kind_heeft_golden_touch.html"" target=""_blank"">Kind heeft golden touch</a><br>  <a href=""http://www.dumpert.nl/mediabase/7101683/c4a7b68d/geyle_snoepopa.html"" target=""_blank"">Geyle snoepopa</a><br>  <a href=""http://www.dumpert.nl/mediabase/7098443/9262c538/politiepaard_heeft_schijt_aan_supporter.html"" target=""_blank"">Politiepaard heeft schijt aan supporter</a><br>  <a href=""http://www.dumpert.nl/mediabase/7101791/57f2afb5/studente_over_leenstelsel.html"" target=""_blank"">Studente over leenstelsel</a><br>  <a href=""http://www.dumpert.nl/mediabase/7102257/cd1a46f0/op_je_bek_flip_2.0.html"" target=""_blank"">Op je bek flip 2.0</a></p>";"a:2:{i:0;s:1:""2"";i:1;s:1:""4"";}"
"100";"100";"2017-04-19";"7110025/e7773d8f/";"O1mjjdX67Lg";"<p>We moesten even wachten totdat de livestream van Roelof-Jan was afgelopen, maar daar zijn we dan! Het begon allemaal met een uitgerangeerde vijftigplusser en een irritante ginger in een bioscoopzaal, en nu kennen jullie het allemaal als het enige echte prachtige DumpertReeten! Met Johnny Quid en z'n irritante sidekick! Het is allemaal een beetje uit de hand geëscaleerd, zullen we maar zeggen. Net als deze jubileumaflevering, trouwens. Het was misschien allemaal niet zo mooi, het klonk niet al te best en het schuurde een beetje, maar je kon er wel keihard om lachen. Net Nick's moeder. Sorry Nick, ik zal er nu echt mee ophouden. Bedankt iedereen, groetjes van Joris, VIJF REETEN! Next.</p>";"a:14:{i:0;s:1:""5"";i:1;s:1:""6"";i:2;s:1:""7"";i:3;s:1:""8"";i:4;s:1:""9"";i:5;s:2:""10"";i:6;s:2:""11"";i:7;s:2:""12"";i:8;s:2:""13"";i:9;s:2:""14"";i:10;s:2:""15"";i:11;s:2:""16"";i:12;s:2:""17"";i:13;s:2:""18"";}"
"101";"DUMPERTREETEN (101)";"2017-10-04";"7257077/635ce59e/";"ISNp-TyoqXc";"<p>Ja hoor, daar zijn we weer. DumpertReeten is terug en klapt als nooit tevoren van je beeldscherm, met inclusief een gloednieuw decor, de enige echte originele Maxim Hartman en allemaal prachtige filmpjes van de afgelopen maanden. Ook terug van nooit weggeweest is uw favoriete ginger, deze week met baard en een mooi verhaal. KIJK DAN!

<br><br>Dit zijn de filmpjes die worden gereet:<br><br>

<a href=""http://www.dumpert.nl/mediabase/7150879/227a0b94/mijn_bijlesjuf_is_zwaar_kut.html"" target=""_blank"">Mijn bijlesjuf is zwaar kut</a><br>

<a href=""http://www.dumpert.nl/mediabase/7249323/824369c0/zit_een_boertje_dwars.html"" target=""_blank"">Zit een boertje dwars</a><br>

<a href=""http://www.dumpert.nl/mediabase/7235009/d4dc3ab6/engelse_kra_ka_ka.html"" target=""_blank"">Engelse Krakaka</a><br>

<a href=""&#10;http://www.dumpert.nl/mediabase/7195909/8affc10c/medewerker_van_de_maand_.html"" target=""_blank"">Medewerker van de maand</a><br>

<a href=""&#10;http://www.dumpert.nl/mediabase/7153219/dce8872e/jeroen,_niet_doen_.html"" target=""_blank"">Jeroen, niet doen</a><br>

<a href=""&#10;http://www.dumpert.nl/mediabase/7225603/fcc2c341/mag_ik_jou_rijden_.html"" target=""_blank"">Mag ik jou rijden</a><br>

<a href=""&#10;http://www.dumpert.nl/mediabase/7224649/dd874306/joke_is_boos.html"" target=""_blank"">Joke is boos</a><br>

<a href=""http://www.dumpert.nl/mediabase/7093229/125e5a0b/het_is_zaterdagavond.html"" target=""_blank"">Het is zaterdagavond</a><br>

<a href=""http://www.dumpert.nl/mediabase/7092413/88fdf67f/fietser_jat_motorsleutels.html"" target=""_blank"">Fietser jat motorsleutels</a><br>

<a href=""&#10;http://www.dumpert.nl/mediabase/7253363/b7b76eb2/maxim_hartman_flipt_tegen_3fm_luisteraars.html"" target=""_blank"">Maxim Hartman flipt tegen 3FM-luisteraars</a><br>

<a href=""&#10;http://www.dumpert.nl/mediabase/7256567/3dc4254b/nacho_s_fittie.html"" target=""_blank"">Nacho's fittie</a><br></p>";"a:2:{i:0;i:1;i:1;i:2;}"
